Steps,Policy/Entropy,Policy/Learning Rate,Policy/Extrinsic Value Estimate,Policy/Extrinsic Reward,Environment/Cumulative Reward,Environment/Episode Length,Losses/Value Loss,Losses/Policy Loss
497000,0.7530691,0.000199998,166.83176,1091.4138991951943,1091.4138954476673,541.6615384615385,762.50916,0.03688018
498000,0.73149794,0.000199998,174.6872,756.5560417034125,756.5560411297087,370.3421052631579,1005.5601,0.036210082
499000,0.6999874,0.000199998,171.15611,682.6822389974827,682.6822400097824,338.4390243902439,679.3071,0.032883283
500000,0.6429545,0.000199998,170.59059,951.4863828902061,951.4863840286775,468.0576923076923,936.8572,0.036968097
501000,0.6513479,0.000199998,170.76486,904.0593677578403,904.0593641721996,446.04918032786884,990.7965,0.035189405
502000,0.6114779,0.000199998,169.12639,572.8710804796219,572.8710810793158,291.62,1472.6841,0.030509606
503000,0.6121428,0.000199998,169.827,690.8347899453206,690.834792271574,352.25,850.49097,0.03426407
504000,0.6677483,0.000199998,166.67026,598.1071894433763,598.1071923661653,314.1111111111111,1074.5013,0.03253892
505000,0.69948274,0.000199998,171.87202,1103.493825630347,1103.4938259501835,555.6666666666666,791.9287,0.035188194
506000,0.62329024,0.000199998,170.23116,798.1167751144279,798.116780504246,379.04545454545456,906.0277,0.035731796
507000,0.6243278,0.000199998,170.79625,595.3622142076492,595.3622153292574,286.97727272727275,1058.0952,0.030395906
508000,0.6264949,0.000199998,164.19402,666.4792475485801,666.479244557414,333.64,882.6437,0.03204908
509000,0.62134445,0.00019999797,159.68698,861.5168942569366,861.5168943996907,443.0131578947368,927.86566,0.039288685
510000,0.6127397,0.00019999797,165.35695,505.03611744112436,505.03611667883706,263.25925925925924,801.9239,0.03320034
511000,0.61060035,0.00019999797,158.0919,519.1172694440546,519.1172675670003,260.82758620689657,952.7776,0.038134888
512000,0.6643017,0.00019999797,161.62376,688.9571332903796,688.9571328631572,370.93023255813955,894.7178,0.035800703
513000,0.68036956,0.00019999797,167.71523,1210.1947099945762,1210.1947137184777,604.5454545454545,804.95715,0.03385506
514000,0.62498516,0.00019999797,170.22693,516.7005702163659,516.7005708496214,253.07843137254903,728.9779,0.03953868
515000,0.6696071,0.00019999797,167.71623,843.9647643898809,843.9647672231872,388.8139534883721,856.87964,0.037388466
516000,0.7201495,0.00019999797,162.43707,595.3685094985095,595.368511382399,317.8863636363636,833.6001,0.03654497
517000,0.70798165,0.00019999797,165.3865,1125.668363844762,1125.6683613423081,561.3770491803278,789.12244,0.032645114
518000,0.66056067,0.00019999788,173.76508,714.2462956057655,714.2462932448715,331.8222222222222,873.2555,0.033575237
519000,0.66046774,0.00019999788,165.72778,574.7951150147811,574.7951164927505,297.7391304347826,859.9994,0.03773142
520000,0.6219436,0.00019999788,172.59155,572.4029999111974,572.4030014682339,292.13953488372096,899.04443,0.035872996
521000,0.5979552,0.00019999788,164.27098,1327.3550692433294,1327.3550697630048,618.3220338983051,781.1583,0.031717986
522000,0.59028953,0.00019999788,160.27391,648.3582695397464,648.3582689170538,342.75,500.62445,0.036068365
523000,0.5934645,0.00019999788,164.31578,625.3869917703712,625.3869907153008,320.4347826086956,671.49146,0.028283784
524000,0.57821983,0.00019999786,161.78831,844.1782651772866,844.178263927314,416.94871794871796,685.08813,0.03321146
525000,0.5699284,0.00019999786,186.91884,1116.755170064313,1116.7551646496065,569.6964285714286,2803.179,0.034201857
526000,0.6589458,0.00019999786,232.15523,763.961419909341,763.9614184637921,394.4,14788.418,0.030930705
527000,0.7427125,0.00019999786,258.5447,677.9921999545325,677.9922002705177,362.92857142857144,21413.781,0.034878623
528000,0.798191,0.00019999786,271.40674,430.70357692133297,430.7035749589208,256.90909090909093,21759.963,0.034448035
529000,0.9917332,0.00019999786,183.9699,5148.447965429775,5148.4479602254805,629.1896551724138,5289.8286,0.036101434
530000,1.0825553,0.00019999786,161.08882,702.1693257689476,702.1693284615206,378.0,694.91315,0.034607742
531000,1.0946032,0.00019999786,165.2564,734.6435126491955,734.6435095978977,364.54761904761904,741.3481,0.03395798
532000,1.1511225,0.00019999786,158.59492,558.9907831795838,558.9907827524712,322.9130434782609,754.9087,0.03579756
533000,1.1476817,0.00019999781,154.43544,933.4550523354727,933.4550540290567,492.47058823529414,792.0797,0.036892705
534000,1.1265178,0.00019999781,155.35378,559.2856802207729,559.2856798502538,310.875,622.5657,0.03531712
535000,1.110719,0.00019999781,162.68677,644.16955096307,644.1695519561807,340.54347826086956,631.68713,0.032604117
536000,1.0472,0.00019999781,159.98239,574.0358095579677,574.0358097994678,317.84444444444443,714.5648,0.03791771
537000,1.0998315,0.00019999781,162.36255,1243.5524239944962,1243.5524224756202,645.7547169811321,651.7765,0.031363226
538000,1.1012665,0.00019999781,164.53032,629.2134205142657,629.213419343436,329.06666666666666,783.9754,0.032671098
539000,1.0297574,0.00019999781,165.26505,647.4769099923068,647.4769073404536,338.7674418604651,939.9103,0.03405837
540000,1.0948929,0.00019999781,156.32521,512.8169280446094,512.8169280670166,283.1521739130435,821.046,0.034342878
541000,1.061037,0.00019999781,162.10501,1356.4365925181146,1356.4365916253055,693.9607843137255,593.4614,0.03203958
542000,0.9976266,0.00019999781,167.63446,559.3710799929888,559.3710788679107,284.0,669.3385,0.033575
543000,0.92548865,0.00019999781,169.06279,902.7171250873142,902.717124848454,454.0888888888889,807.8197,0.03278808
544000,0.9241326,0.00019999781,167.2908,695.9305077880621,695.9305113463521,333.25,770.6392,0.03446715
545000,0.8801907,0.00019999781,166.1121,1067.6270491000146,1067.6270526219569,529.1774193548387,896.9647,0.03719989
546000,0.85031104,0.00019999781,167.00336,532.507278067725,532.5072793703297,270.7857142857143,898.96344,0.0422852
547000,0.8445007,0.00019999781,178.4044,571.7794262731076,571.7794254736896,262.56,1373.5732,0.04017864
548000,0.8188436,0.0001999978,173.17793,788.0671302258968,788.0671345743436,387.825,816.3789,0.032401416
549000,0.8633873,0.0001999978,170.64598,1268.891556225441,1268.8915556340378,617.6111111111111,965.697,0.037159666
550000,0.87867296,0.0001999978,169.66321,792.628907588812,792.62891066201,430.53846153846155,842.20544,0.0365457
551000,0.8881947,0.00019999778,167.68994,675.6936271843456,675.693629048571,343.92857142857144,863.5528,0.035486296
552000,0.857691,0.00019999778,173.15302,682.2363233469254,682.2363251305187,338.6744186046512,943.9093,0.03403146
553000,0.84561133,0.00019999778,170.75938,1076.6475174478255,1076.6475134154534,528.71875,866.6062,0.037109185
554000,0.87235963,0.00019999778,173.53185,776.4979377737859,776.4979398348324,379.6341463414634,854.06323,0.035435483
555000,0.8579297,0.00019999778,170.47922,648.6166957672252,648.6166984407016,320.2093023255814,911.4612,0.032604113
556000,0.86578536,0.00019999778,170.78645,655.951374364396,655.9513714381901,335.6875,891.57996,0.03711518
557000,0.8814799,0.00019999778,166.67207,1190.8224934067644,1190.8224903081627,596.6140350877193,761.6079,0.032167636
558000,0.8363517,0.00019999778,169.96648,537.4958837628365,537.4958836287426,272.3333333333333,1122.9329,0.032105617
559000,0.8119355,0.00019999778,173.8291,636.6275981485844,636.6275981856413,313.8,1035.0605,0.03353993
560000,0.8637078,0.00019999778,170.54077,729.4966354502571,729.4966355793587,360.2888888888889,880.7373,0.035300776
561000,0.8737102,0.00019999778,159.60048,1031.2083562077482,1031.2083594956564,528.8484848484849,834.62537,0.0388418
562000,0.89476806,0.00019999778,169.5436,719.0050096206887,719.0050088564321,358.8837209302326,960.40314,0.034887154
563000,0.8840011,0.00019999778,169.9269,661.9663477973504,661.9663457497129,317.3863636363636,849.98083,0.030505251
564000,0.87005323,0.00019999778,167.82684,573.355820971866,573.3558202471605,305.5813953488372,1051.7705,0.03684906
565000,0.87925607,0.00019999778,163.54681,1007.1898550501892,1007.1898554982622,514.5428571428571,890.72656,0.036487464
566000,0.86993396,0.00019999774,157.69603,498.9683467493219,498.9683487742615,261.35593220338984,1091.4258,0.033777274
567000,0.88301647,0.00019999774,168.99521,521.607641283502,521.6076442569755,269.78723404255317,1034.2723,0.034630023
568000,0.855243,0.00019999774,166.37117,677.755893641192,677.755891019378,338.6304347826087,1120.5449,0.034693576
569000,0.8472738,0.00019999774,166.55136,1108.4787252316107,1108.4787236475688,550.4923076923077,1094.7224,0.033067953
570000,0.8867582,0.00019999774,169.29402,592.8487507536056,592.8487504601973,300.5531914893617,1165.7615,0.03549158
